Share,PTS,W/L%,seed,player_efficiency_rating,free_throw_attempt_rate,usage_percentage,win_shares_per_48_minutes,offensive_box_plus_minus,value_over_replacement_player
0.021,19.2,0.744,2.5,20.4,0.452,24.7,0.169,1.9,2.2
0.02,21.1,0.451,11.0,21.2,0.475,27.3,0.149,3.3,5.6
0.012,19.1,0.756,1.0,20.4,0.274,24.4,0.193,3.3,2.9
0.006,22.3,0.622,4.0,17.4,0.364,25.1,0.136,2.4,2.4
0.005,22.4,0.439,12.5,17.8,0.277,29.2,0.07,1.6,2.2
0.004,11.6,0.683,4.5,16.4,0.243,17.6,0.123,1.5,4.0
0.004,12.0,0.756,1.0,21.8,0.452,19.3,0.206,5.5,3.6
0.003,23.2,0.329,9.0,20.4,0.386,27.8,0.148,4.4,3.6
0.002,19.5,0.707,2.0,19.8,0.407,23.9,0.206,4.8,4.8
0.002,16.7,0.707,2.0,19.9,0.231,29.2,0.141,0.6,1.6
0.001,21.5,0.244,10.0,19.3,0.276,25.7,0.106,3.0,3.8
0.001,17.8,0.512,9.0,19.6,0.435,23.7,0.129,2.8,3.7
0.701,23.8,0.74,3.5,25.6,0.602,30.5,0.252,5.3,4.0
0.655,20.1,0.66,2.0,24.6,0.667,27.1,0.216,2.5,3.0
0.627,21.7,0.74,3.5,23.2,0.424,27.2,0.213,2.7,3.2
0.27,26.8,0.56,6.5,22.2,0.449,32.6,0.173,5.1,3.9
0.135,16.9,0.54,8.5,22.5,0.342,21.4,0.188,4.4,3.9
0.075,26.3,0.62,6.5,30.6,0.563,32.4,0.255,7.5,3.9
0.043,20.0,0.54,8.5,19.5,0.224,24.9,0.102,0.8,1.7
0.033,21.1,0.58,5.0,23.9,0.473,29.6,0.189,4.8,3.8
0.03,21.7,0.5,10.5,23.1,0.299,27.1,0.172,5.1,3.6
0.008,20.8,0.5,10.5,22.4,0.229,27.8,0.146,3.6,3.3
0.006,20.5,0.44,11.0,23.6,0.677,28.9,0.205,3.8,2.3
0.005,15.8,0.74,3.5,24.9,0.689,23.8,0.261,3.2,3.4
0.003,18.9,0.62,6.5,23.1,0.375,25.9,0.175,1.4,2.3
0.003,12.1,0.7,5.0,20.4,0.366,21.7,0.207,1.8,2.1
0.002,13.8,0.66,2.0,22.2,0.341,22.9,0.205,4.2,3.3
0.001,18.3,0.46,10.0,19.6,0.35,25.6,0.136,3.1,2.1
0.001,15.8,0.66,2.0,16.7,0.294,22.4,0.122,0.8,2.3
0.001,7.6,0.66,2.0,17.9,0.24,16.0,0.134,3.7,1.8
0.001,18.4,0.56,6.5,19.7,0.213,28.2,0.122,2.7,1.5
0.001,18.7,0.62,4.0,17.9,0.417,26.4,0.162,2.9,1.7
0.001,12.8,0.7,5.0,16.7,0.376,20.5,0.169,0.2,1.4
0.998,29.7,0.817,1.0,30.6,0.495,31.2,0.283,7.3,9.0
0.337,22.9,0.61,6.0,23.6,0.265,27.4,0.172,4.6,6.8
0.303,21.7,0.634,2.0,25.8,0.492,28.1,0.226,3.1,5.0
0.258,25.5,0.671,3.0,27.1,0.501,31.9,0.249,6.4,7.1
0.205,23.2,0.646,4.5,24.8,0.471,28.7,0.218,3.8,5.5
0.149,24.2,0.549,7.0,23.6,0.254,26.8,0.195,5.8,7.3
0.109,28.4,0.598,4.5,20.0,0.358,34.4,0.116,3.4,3.8
0.093,25.8,0.512,7.5,24.5,0.425,30.5,0.185,5.4,5.2
0.079,24.5,0.537,8.0,23.4,0.267,28.2,0.179,3.6,5.6
0.042,25.7,0.549,6.0,23.4,0.325,30.0,0.182,5.6,5.9
0.021,14.3,0.646,4.5,18.4,0.287,20.0,0.156,2.3,4.2
0.002,22.5,0.817,1.0,21.7,0.341,26.8,0.202,3.5,4.5
0.001,16.2,0.5,9.0,19.5,0.221,23.9,0.149,3.6,4.3
0.001,22.6,0.488,9.0,19.2,0.194,25.1,0.114,3.0,3.6
0.001,18.1,0.683,1.0,17.3,0.39,20.5,0.162,3.0,3.6
0.001,18.2,0.683,1.0,16.7,0.257,23.2,0.118,1.2,2.5
0.904,31.1,0.683,1.0,24.0,0.397,35.9,0.19,5.0,6.1
0.569,22.2,0.707,1.0,23.8,0.471,28.7,0.2,2.9,5.4
0.466,28.7,0.683,2.0,30.2,0.684,31.6,0.245,7.0,7.1
0.42,27.1,0.671,3.0,24.7,0.282,31.6,0.186,4.0,5.3
0.122,22.0,0.573,8.0,23.9,0.317,27.0,0.176,4.5,6.4
0.052,26.8,0.524,7.0,24.9,0.34,31.2,0.189,6.5,7.0
0.017,23.2,0.646,4.5,24.7,0.503,30.0,0.217,5.5,6.3
0.015,16.9,0.622,6.0,19.4,0.367,22.7,0.15,2.4,4.8
0.009,28.5,0.683,2.0,24.5,0.369,31.8,0.196,5.1,4.7
0.006,14.4,0.707,1.0,23.7,0.571,22.8,0.246,2.5,4.3
0.006,22.0,0.634,2.0,22.9,0.299,24.4,0.211,5.7,5.9
0.006,27.6,0.573,5.0,25.0,0.303,30.7,0.208,7.6,7.2
0.004,25.3,0.439,9.0,22.3,0.488,30.6,0.16,4.5,5.0
0.002,29.8,0.39,10.0,21.8,0.42,35.2,0.137,5.8,5.8
0.001,21.5,0.646,4.5,18.2,0.209,24.9,0.119,2.4,3.4
0.001,16.1,0.61,3.0,17.4,0.497,20.0,0.171,0.8,3.2
0.001,11.5,0.646,4.5,22.3,0.427,18.8,0.216,5.5,5.3
0.757,25.5,0.707,2.5,27.0,0.466,29.0,0.257,5.4,8.0
0.712,14.7,0.634,1.0,19.1,0.217,22.5,0.14,3.0,5.0
0.552,27.2,0.707,2.5,29.7,0.583,31.8,0.262,7.1,6.1
0.31,25.6,0.537,4.5,25.1,0.35,31.1,0.189,6.4,6.4
0.078,25.2,0.707,2.5,23.2,0.369,30.4,0.199,4.3,5.2
0.043,22.1,0.549,7.0,22.9,0.212,27.2,0.183,5.2,5.9
0.029,24.5,0.744,1.0,24.4,0.314,29.0,0.2,3.8,3.9
0.025,23.4,0.695,4.0,24.1,0.41,25.5,0.222,5.4,5.5
0.023,31.4,0.524,6.0,21.9,0.351,37.8,0.126,3.9,4.5
0.019,7.6,0.61,2.0,18.6,0.488,10.5,0.19,1.2,4.8
0.017,26.1,0.598,3.0,22.3,0.402,29.3,0.187,4.7,6.6
0.013,21.2,0.61,5.0,23.8,0.32,26.0,0.194,5.1,7.1
0.013,22.9,0.451,10.0,20.7,0.252,36.0,0.075,3.2,2.7
0.004,17.9,0.695,4.0,20.7,0.269,23.0,0.167,5.1,3.6
0.002,21.4,0.61,2.0,19.0,0.437,32.3,0.104,2.6,2.4
0.001,13.7,0.744,1.0,14.9,0.196,19.7,0.113,0.3,1.6
0.001,18.2,0.476,9.0,23.6,0.519,21.1,0.216,3.9,4.8
0.001,21.2,0.744,1.0,19.3,0.286,23.2,0.179,3.2,3.3
0.808,23.3,0.732,1.5,26.9,0.455,28.0,0.248,5.0,7.7
0.732,23.0,0.622,4.0,26.4,0.339,26.4,0.225,6.0,8.7
0.417,30.0,0.61,5.5,26.2,0.371,32.9,0.21,6.3,7.7
0.359,32.1,0.512,7.5,30.3,0.4,35.2,0.262,9.8,9.3
0.106,27.5,0.61,5.5,29.5,0.599,30.2,0.25,6.4,5.5
0.07,27.6,0.585,3.5,21.2,0.379,32.9,0.127,3.2,4.8
0.036,25.1,0.732,1.5,25.6,0.368,27.4,0.249,5.8,7.3
0.028,6.9,0.61,1.0,17.2,0.432,10.2,0.176,0.4,4.3
0.026,18.7,0.598,2.0,22.2,0.324,25.9,0.182,4.8,6.5
0.016,23.0,0.72,3.0,20.9,0.247,30.4,0.127,2.0,3.6
0.001,21.6,0.573,5.0,18.0,0.233,27.1,0.13,2.6,3.5
0.001,17.7,0.732,1.5,22.6,0.304,24.4,0.206,5.4,4.5
0.001,25.9,0.537,6.0,22.7,0.473,33.2,0.157,4.2,5.4
0.991,24.2,0.707,1.0,29.4,0.289,29.6,0.272,6.8,10.0
0.582,22.3,0.695,2.0,27.1,0.498,29.7,0.249,5.2,6.7
0.425,20.1,0.744,1.0,21.1,0.329,30.2,0.155,1.1,3.1
0.228,24.2,0.671,4.0,21.8,0.307,23.9,0.198,5.2,4.9
0.172,24.0,0.683,3.0,23.7,0.452,29.1,0.21,5.1,4.7
0.145,21.5,0.683,3.0,24.4,0.713,26.3,0.192,3.8,4.1
0.02,9.5,0.659,2.0,17.3,0.388,15.3,0.16,0.2,4.3
0.014,15.5,0.573,3.0,19.7,0.26,24.6,0.141,3.4,4.2
0.009,20.9,0.427,9.0,18.3,0.308,28.2,0.078,2.3,2.9
0.003,19.8,0.707,1.0,22.8,0.261,27.2,0.205,4.1,4.6
0.003,22.9,0.5,5.5,20.7,0.251,30.1,0.133,4.7,4.8
0.003,21.8,0.634,5.0,22.5,0.323,24.5,0.19,3.8,4.3
0.002,16.5,0.512,9.0,22.6,0.533,21.9,0.192,5.0,7.2
0.001,21.0,0.524,8.0,17.6,0.358,28.5,0.098,1.6,1.6
0.001,17.5,0.549,7.0,21.9,0.435,25.3,0.202,1.7,3.2
0.001,21.7,0.5,5.5,19.9,0.306,26.3,0.154,3.8,3.5
0.839,15.5,0.756,1.0,22.0,0.278,20.5,0.203,5.5,4.4
0.813,22.9,0.72,1.0,27.0,0.699,30.5,0.211,4.1,4.6
0.275,26.1,0.707,3.0,26.1,0.49,28.7,0.248,5.8,7.1
0.258,20.3,0.72,2.0,27.0,0.437,28.9,0.245,4.8,5.4
0.189,30.7,0.524,7.0,23.2,0.432,35.0,0.136,4.2,5.0
0.073,27.2,0.512,8.5,25.7,0.378,29.7,0.203,7.0,9.1
0.035,25.7,0.622,5.0,22.9,0.336,31.2,0.18,5.2,6.9
0.034,24.1,0.72,1.0,23.1,0.578,30.9,0.177,3.9,4.9
0.032,26.0,0.756,1.0,26.6,0.595,28.3,0.243,4.1,4.7
0.032,23.9,0.634,4.0,20.9,0.286,28.0,0.168,5.3,4.8
0.012,22.2,0.537,9.0,28.2,0.404,27.1,0.248,6.5,9.1
0.003,25.5,0.549,4.5,21.3,0.42,27.3,0.169,4.7,5.2
0.001,10.8,0.22,15.0,15.5,0.321,15.9,0.118,0.1,1.5
0.001,10.3,0.598,7.0,18.0,0.288,17.2,0.138,-0.2,2.6
0.001,19.4,0.756,1.0,21.7,0.213,21.3,0.191,3.1,5.1
0.739,18.8,0.659,3.0,23.3,0.264,23.3,0.212,5.7,4.9
0.55,31.4,0.61,3.0,28.1,0.447,33.6,0.232,7.5,9.4
0.435,26.6,0.732,2.0,28.1,0.382,30.0,0.275,7.8,7.9
0.386,35.4,0.549,6.0,28.0,0.377,38.7,0.224,7.4,8.0
0.344,18.5,0.78,1.0,23.4,0.514,22.9,0.254,6.2,6.1
0.07,27.2,0.634,2.0,27.6,0.568,32.5,0.239,5.9,7.1
0.04,24.7,0.573,5.0,26.5,0.396,27.7,0.229,5.1,6.8
0.026,18.6,0.768,1.0,23.1,0.45,27.7,0.187,2.3,4.9
0.007,18.9,0.768,1.0,20.8,0.315,27.1,0.169,2.4,3.3
0.001,33.0,0.463,9.0,25.9,0.455,35.8,0.165,5.8,5.3
0.001,21.8,0.659,3.0,23.6,0.218,22.3,0.214,3.5,5.6
0.882,24.6,0.817,1.0,27.6,0.411,28.9,0.278,7.2,7.4
0.785,18.6,0.744,2.0,23.8,0.254,22.9,0.225,6.7,5.3
0.404,31.6,0.512,7.5,26.1,0.437,33.6,0.199,6.4,6.1
0.222,20.0,0.707,3.0,26.1,0.502,27.9,0.23,3.8,6.2
0.142,27.3,0.61,2.0,24.5,0.432,31.0,0.206,5.9,8.1
0.085,24.6,0.634,4.0,23.2,0.33,35.0,0.163,4.9,5.2
0.033,22.6,0.573,4.0,22.6,0.539,26.7,0.174,2.8,3.1
0.024,28.4,0.5,6.5,24.0,0.464,31.4,0.177,5.5,5.0
0.005,20.9,0.622,5.0,24.1,0.322,26.5,0.185,4.4,4.3
0.005,22.4,0.39,12.5,24.1,0.371,27.4,0.171,3.8,5.5
0.003,17.0,0.646,1.0,21.3,0.536,21.5,0.216,4.2,4.3
0.002,17.3,0.537,5.0,21.7,0.614,29.4,0.119,1.6,1.1
0.002,27.4,0.537,5.0,28.9,0.556,34.7,0.219,6.3,4.9
0.002,20.4,0.744,2.0,23.1,0.555,25.8,0.201,1.5,2.6
0.001,28.9,0.549,6.0,22.1,0.391,33.4,0.14,3.2,2.5
0.001,20.1,0.512,7.5,21.0,0.358,26.5,0.139,3.1,3.2
0.001,18.6,0.707,3.0,21.4,0.319,27.4,0.185,2.7,3.2
0.873,28.3,0.695,1.0,24.2,0.439,31.4,0.208,5.2,6.3
0.71,21.1,0.683,2.5,28.3,0.302,25.7,0.284,7.2,9.3
0.532,18.8,0.805,1.0,25.3,0.339,25.5,0.265,4.7,6.0
0.348,30.0,0.549,4.0,29.1,0.47,33.5,0.242,8.2,9.8
0.048,20.7,0.634,3.0,22.9,0.921,24.2,0.2,1.6,3.7
0.021,25.2,0.671,4.5,27.6,0.571,28.2,0.262,4.2,4.6
0.02,19.3,0.683,2.5,24.4,0.393,28.2,0.201,3.0,4.8
0.015,21.6,0.671,4.5,18.4,0.274,30.4,0.115,2.4,3.1
0.014,16.9,0.671,4.5,21.1,0.255,22.0,0.181,5.8,4.2
0.007,19.5,0.683,2.5,24.3,0.449,28.7,0.232,5.6,6.0
0.004,23.6,0.622,7.0,24.6,0.414,28.8,0.223,5.6,6.0
0.003,18.8,0.659,6.0,20.8,0.368,23.1,0.177,4.9,4.5
0.002,25.7,0.61,8.0,21.1,0.398,30.2,0.14,2.5,2.5
0.001,21.1,0.659,6.0,21.9,0.303,26.6,0.173,2.5,3.5
0.001,21.4,0.524,5.0,20.3,0.309,25.9,0.144,3.1,2.9
0.001,19.6,0.805,1.0,19.6,0.442,24.8,0.207,3.3,5.0
0.001,12.7,0.72,2.0,17.2,0.172,20.5,0.155,1.5,3.6
0.969,28.4,0.805,1.0,31.7,0.472,33.8,0.318,9.5,11.8
0.577,26.8,0.793,1.0,24.4,0.329,32.2,0.206,5.6,5.9
0.562,30.2,0.524,5.0,30.4,0.443,36.2,0.232,8.2,9.6
0.271,20.6,0.72,3.0,25.4,0.867,26.1,0.234,2.1,4.7
0.159,22.8,0.598,7.0,30.0,0.418,27.5,0.292,7.2,9.9
0.017,20.5,0.756,2.0,17.7,0.468,25.4,0.164,2.4,3.9
0.007,22.0,0.659,3.0,23.4,0.287,31.7,0.168,3.8,3.5
0.006,22.6,0.659,3.0,24.0,0.383,27.4,0.223,6.0,6.0
0.002,25.9,0.61,6.0,23.1,0.337,30.3,0.171,3.7,4.2
0.002,19.3,0.659,3.0,24.4,0.436,28.5,0.191,3.4,4.7
0.001,19.7,0.646,5.0,22.7,0.426,26.2,0.196,1.6,3.3
0.98,29.7,0.744,1.0,31.1,0.506,33.5,0.299,9.1,10.3
0.495,30.1,0.61,7.0,26.2,0.504,32.0,0.238,6.3,7.5
0.487,27.0,0.695,1.0,21.9,0.345,32.3,0.16,3.9,4.4
0.389,18.3,0.72,2.0,24.0,0.978,23.9,0.223,1.6,4.6
0.097,26.6,0.573,5.0,28.0,0.465,34.9,0.224,7.1,7.9
0.053,28.2,0.646,4.5,22.2,0.407,33.4,0.145,3.5,2.9
0.045,25.0,0.671,2.0,22.9,0.392,28.8,0.194,3.7,4.7
0.04,16.5,0.659,3.0,21.6,0.228,22.9,0.178,6.1,4.2
0.006,18.7,0.646,4.5,20.6,0.397,23.8,0.177,4.2,4.1
0.004,23.1,0.659,3.0,22.6,0.5,27.3,0.181,2.1,2.2
0.002,16.5,0.61,7.0,22.5,0.393,25.8,0.216,5.1,4.7
0.001,19.5,0.646,4.5,20.2,0.532,24.3,0.182,4.5,3.6
0.001,24.0,0.488,9.0,25.0,0.509,28.7,0.182,4.8,3.6
0.001,21.3,0.646,3.0,19.3,0.194,26.3,0.14,3.4,3.4
0.977,25.0,0.756,1.0,23.5,0.348,32.2,0.208,6.3,6.7
0.531,22.9,0.634,4.0,26.1,0.877,27.2,0.235,2.9,5.4
0.431,26.7,0.707,2.0,27.3,0.446,31.5,0.244,6.3,7.8
0.354,25.3,0.695,2.5,23.9,0.356,35.1,0.178,5.4,5.0
0.157,27.7,0.671,4.0,23.6,0.439,30.6,0.189,5.2,5.3
0.093,23.0,0.695,2.5,23.4,0.376,28.2,0.213,4.3,4.5
0.02,25.5,0.707,2.0,25.6,0.471,31.6,0.218,5.5,6.1
0.017,17.4,0.744,1.0,21.7,0.403,26.0,0.195,4.1,4.5
0.007,25.3,0.512,6.0,22.7,0.403,30.9,0.134,2.0,2.4
0.004,22.5,0.39,13.0,21.9,0.505,27.3,0.152,3.0,3.6
0.004,10.6,0.683,3.0,17.1,0.197,18.3,0.126,1.6,3.2
0.002,17.5,0.744,1.0,20.4,0.283,25.5,0.156,2.3,2.4
0.002,15.9,0.561,7.5,23.7,0.414,21.1,0.232,4.4,6.7
0.888,27.1,0.697,3.0,30.7,0.429,32.0,0.298,8.2,7.6
0.735,28.0,0.712,2.0,26.2,0.386,31.3,0.23,6.2,5.8
0.318,19.8,0.606,5.0,27.0,0.339,24.3,0.278,6.7,6.1
0.291,27.9,0.621,3.5,21.9,0.338,35.7,0.132,4.2,2.9
0.274,18.3,0.758,1.0,22.0,0.319,27.7,0.177,3.6,2.3
0.048,26.0,0.394,12.0,25.4,0.434,28.8,0.223,6.1,3.9
0.011,20.6,0.561,7.0,24.2,0.788,26.1,0.179,2.2,3.3
0.01,11.9,0.591,6.0,17.5,0.316,20.7,0.121,1.5,2.1
0.006,12.5,0.5,10.0,20.3,0.256,19.6,0.144,4.7,2.7
0.005,22.1,0.697,3.0,26.3,0.355,31.3,0.227,6.0,4.0
0.004,21.8,0.758,2.0,23.0,0.344,30.5,0.211,6.1,2.9
0.003,21.6,0.545,7.5,21.7,0.343,29.2,0.175,3.7,3.0
0.003,23.6,0.712,2.0,22.9,0.326,32.7,0.163,3.7,3.0
0.002,15.4,0.758,1.0,22.5,0.34,26.2,0.174,2.0,2.2
0.001,18.8,0.606,5.0,18.4,0.2,24.9,0.145,3.1,2.2
0.998,26.8,0.805,1.0,31.6,0.395,30.2,0.322,9.3,9.9
0.632,28.1,0.732,1.0,28.3,0.523,29.8,0.291,7.6,8.9
0.393,28.7,0.659,2.0,24.8,0.344,35.6,0.184,6.0,3.9
0.239,16.9,0.683,4.5,26.4,0.377,22.6,0.287,6.4,6.4
0.152,27.3,0.549,7.5,23.0,0.392,31.9,0.174,4.7,5.0
0.071,20.3,0.707,2.0,23.0,0.332,27.7,0.206,4.1,3.1
0.054,17.8,0.707,2.0,24.4,0.307,27.8,0.191,2.4,3.8
0.027,25.9,0.549,7.5,23.0,0.592,29.0,0.206,5.2,5.8
0.007,23.2,0.732,1.0,23.9,0.375,32.8,0.195,4.6,4.6
0.004,21.2,0.805,1.0,24.0,0.389,29.5,0.192,3.7,3.8
0.002,22.9,0.573,6.0,21.3,0.21,26.4,0.18,5.3,5.6
0.001,14.8,0.506,7.0,19.2,0.236,24.5,0.133,0.9,2.3
0.001,14.1,0.683,4.5,19.5,0.364,19.2,0.197,2.1,5.1
0.001,16.7,0.695,3.0,17.9,0.32,22.3,0.141,2.5,2.5
0.001,18.5,0.573,6.0,19.2,0.276,23.2,0.15,1.4,2.8
0.001,11.9,0.549,5.0,18.1,0.376,17.2,0.145,0.6,3.3
0.986,32.0,0.72,2.0,29.8,0.477,33.0,0.295,8.8,9.6
0.713,27.1,0.659,2.0,29.3,0.432,31.0,0.264,7.8,7.9
0.347,24.1,0.695,3.0,23.9,0.496,29.0,0.205,3.8,4.7
0.258,12.6,0.585,3.5,20.0,0.419,18.7,0.19,1.7,5.2
0.068,25.4,0.659,4.5,23.5,0.552,27.8,0.221,5.4,5.3
0.053,24.0,0.622,6.0,24.1,0.252,28.3,0.225,6.3,6.7
0.036,19.1,0.695,3.0,25.9,0.397,23.7,0.27,6.0,5.8
0.027,21.8,0.524,7.0,22.7,0.201,29.3,0.146,2.2,3.0
0.026,21.7,0.683,1.0,20.1,0.341,28.3,0.178,2.7,5.0
0.021,23.2,0.659,4.5,21.8,0.253,29.8,0.144,2.3,2.7
0.02,26.1,0.488,10.0,26.9,0.445,28.8,0.245,8.3,7.7
0.017,15.1,0.756,1.0,21.3,0.349,25.2,0.164,1.2,2.9
0.017,16.7,0.756,1.0,18.9,0.266,26.5,0.141,2.0,1.5
0.006,21.7,0.598,8.0,23.6,0.295,26.9,0.199,5.0,4.7
0.003,27.4,0.451,9.0,24.4,0.329,32.4,0.172,5.8,5.3
0.002,20.3,0.585,9.0,21.4,0.381,24.5,0.186,4.1,4.0
0.001,17.2,0.61,7.0,20.0,0.268,24.6,0.161,3.4,3.6
0.922,23.8,0.817,1.0,28.0,0.251,28.9,0.288,8.2,7.9
0.72,27.4,0.683,2.5,26.7,0.561,31.3,0.265,7.0,8.1
0.425,25.3,0.646,2.0,25.9,0.413,32.3,0.199,6.1,5.7
0.271,28.1,0.549,8.5,29.1,0.445,38.4,0.222,6.9,5.8
0.156,24.4,0.549,8.5,30.8,0.384,27.8,0.274,6.6,6.7
0.095,19.1,0.683,2.5,26.0,0.274,23.7,0.27,6.4,7.2
0.005,23.4,0.622,6.0,22.8,0.256,30.2,0.165,3.2,3.1
0.002,17.4,0.671,4.5,21.7,0.41,24.6,0.182,2.7,4.8
0.002,21.9,0.683,2.5,22.8,0.373,28.4,0.183,3.8,3.6
0.001,13.9,0.671,4.5,22.6,0.38,22.2,0.207,2.3,4.0
0.001,16.5,0.671,4.5,22.0,0.307,23.0,0.204,2.8,4.1
0.001,21.7,0.817,1.0,20.8,0.197,27.6,0.172,4.5,4.0
1.0,30.1,0.89,1.0,31.5,0.25,32.6,0.318,10.3,9.5
0.484,21.2,0.817,2.0,26.0,0.306,25.8,0.277,6.1,6.7
0.482,25.3,0.695,1.0,27.5,0.347,31.4,0.242,7.0,7.5
0.371,23.5,0.671,3.0,27.6,0.397,31.6,0.245,6.4,6.8
0.112,28.2,0.671,3.0,28.2,0.361,30.6,0.27,8.4,7.8
0.082,19.5,0.646,4.0,26.2,0.294,27.1,0.253,5.9,6.0
0.038,14.0,0.89,1.0,19.3,0.402,18.8,0.19,2.6,5.3
0.02,25.1,0.537,5.0,22.2,0.315,31.3,0.165,5.7,4.3
0.007,29.0,0.5,8.0,25.3,0.518,32.5,0.204,6.4,6.8
0.005,21.2,0.683,2.0,22.1,0.41,26.1,0.196,4.7,5.7
0.879,31.6,0.573,6.0,30.6,0.433,41.7,0.224,8.7,9.3
0.746,29.1,0.671,3.0,27.4,0.575,34.2,0.245,7.5,8.0
0.495,25.5,0.744,2.0,27.6,0.406,31.1,0.264,7.1,7.1
0.33,26.4,0.622,2.5,27.0,0.395,30.0,0.221,6.4,6.7
0.08,28.9,0.646,1.0,26.5,0.441,34.0,0.234,7.8,5.6
0.051,25.3,0.817,1.0,24.6,0.251,30.1,0.229,6.7,5.9
0.007,22.9,0.512,6.5,26.1,0.486,28.3,0.21,4.9,6.7
0.007,23.1,0.598,4.0,23.2,0.367,30.6,0.149,4.6,4.8
0.002,28.0,0.415,10.0,27.5,0.424,32.6,0.195,4.4,5.4
0.002,25.1,0.817,1.0,27.6,0.374,27.8,0.278,6.7,5.7
0.001,27.3,0.622,2.5,24.0,0.419,34.3,0.166,4.1,3.3
0.955,30.4,0.793,1.0,29.8,0.502,36.1,0.289,8.5,7.7
0.731,27.5,0.61,4.0,28.6,0.336,31.6,0.221,7.3,8.2
0.441,28.1,0.585,5.0,28.9,0.409,30.0,0.241,5.3,5.9
0.205,26.9,0.598,3.0,25.2,0.38,30.6,0.227,7.0,6.3
0.075,25.4,0.585,5.0,24.7,0.336,34.1,0.166,4.8,6.1
0.074,26.9,0.537,6.5,27.3,0.457,31.2,0.207,5.3,5.7
0.065,26.4,0.707,2.0,26.0,0.331,30.4,0.215,6.7,5.5
0.032,23.0,0.72,1.0,21.0,0.396,29.6,0.17,3.3,3.2
0.006,23.1,0.573,7.5,25.0,0.296,29.1,0.209,4.3,3.7
0.005,22.2,0.573,7.5,23.7,0.461,24.9,0.198,5.0,4.2
0.005,26.4,0.707,2.0,28.2,0.35,31.0,0.267,7.8,4.0
0.004,22.9,0.634,3.0,22.9,0.442,33.4,0.155,2.0,2.6
0.002,23.1,0.585,5.0,23.1,0.274,30.1,0.155,4.1,5.0
0.932,27.7,0.732,1.0,30.9,0.55,32.3,0.292,6.3,7.4
0.768,36.1,0.646,3.5,30.6,0.449,40.5,0.254,9.4,9.3
0.352,28.0,0.598,6.0,23.3,0.335,29.5,0.201,5.6,6.6
0.21,20.1,0.659,2.0,26.3,0.292,27.4,0.226,6.2,7.0
0.173,27.3,0.695,1.0,24.4,0.214,30.4,0.199,7.1,5.1
0.068,25.8,0.646,3.5,23.7,0.335,29.3,0.205,6.6,6.0
0.049,27.5,0.622,3.0,26.1,0.541,33.3,0.194,4.0,3.8
0.025,26.0,0.695,1.0,24.2,0.366,29.0,0.204,5.4,5.1
0.013,26.6,0.707,2.0,25.8,0.377,30.3,0.224,6.1,4.7
0.008,22.9,0.598,6.0,21.1,0.306,30.9,0.124,2.8,4.7
0.001,15.9,0.61,5.0,24.6,0.733,17.8,0.268,3.0,4.8
0.001,27.4,0.451,10.0,25.6,0.382,31.6,0.179,6.4,4.9
0.952,29.5,0.767,1.0,31.9,0.508,37.5,0.279,7.4,6.6
0.746,25.3,0.732,1.0,25.5,0.292,31.5,0.204,6.6,6.1
0.363,34.3,0.611,5.0,29.1,0.528,36.3,0.254,8.1,7.3
0.198,28.8,0.573,7.0,27.6,0.448,36.8,0.207,7.4,5.4
0.166,27.1,0.681,2.0,26.9,0.355,33.0,0.226,6.5,5.1
0.081,26.1,0.732,1.0,27.4,0.479,29.3,0.25,5.4,5.4
0.026,17.6,0.611,5.0,21.7,0.315,23.3,0.193,3.0,3.5
0.023,30.0,0.473,8.0,26.9,0.384,30.3,0.225,8.3,5.9
0.018,19.9,0.63,3.0,24.9,0.281,26.6,0.202,5.5,5.5
0.017,22.9,0.736,2.0,17.9,0.274,28.1,0.123,1.3,2.0
0.009,19.9,0.603,5.0,23.6,0.693,25.1,0.221,4.0,3.7
0.001,23.4,0.667,3.0,20.4,0.255,28.6,0.146,3.5,3.4
0.961,26.4,0.653,3.5,31.3,0.305,29.6,0.301,9.1,8.8
0.58,28.5,0.681,1.0,30.3,0.61,35.3,0.266,6.3,3.8
0.449,32.0,0.542,8.0,26.3,0.289,34.8,0.201,8.3,5.8
0.345,28.1,0.639,3.0,29.2,0.528,32.5,0.244,6.2,5.6
0.138,16.4,0.708,2.0,21.4,0.206,22.6,0.201,3.5,3.6
0.042,27.7,0.583,6.0,25.3,0.349,36.0,0.163,6.1,5.1
0.038,28.8,0.583,6.0,25.6,0.363,31.4,0.209,7.5,5.0
0.02,24.1,0.569,4.5,19.7,0.325,29.3,0.14,2.9,3.9
0.008,14.3,0.722,1.0,23.5,0.646,17.0,0.248,2.1,3.8
0.005,22.2,0.472,8.5,19.5,0.334,30.2,0.075,2.6,3.4
0.003,14.3,0.681,1.0,18.3,0.492,20.2,0.153,0.7,2.3
0.001,25.0,0.583,6.0,24.2,0.31,31.9,0.179,5.9,3.8
0.001,24.8,0.653,3.5,26.0,0.325,28.6,0.238,6.0,4.2
0.875,27.1,0.585,6.0,32.8,0.357,31.9,0.296,9.2,9.8
0.706,30.6,0.622,4.0,31.2,0.602,37.2,0.252,7.2,6.5
0.595,29.9,0.622,3.0,32.1,0.615,34.9,0.281,7.6,7.4
0.216,26.8,0.78,1.0,21.8,0.3,32.1,0.169,4.3,4.8
0.146,28.4,0.634,4.0,25.1,0.349,37.4,0.159,6.4,5.9
0.043,26.9,0.622,2.0,21.8,0.3,32.1,0.169,4.3,4.8
